"","PID","YEAR","PROJECT_LENGTH","PROJECT_PAGE_LOCATION_STATE","CATEGORY","GOAL_IN_USD","PLEDGED_IN_USD","BACKERS_COUNT","SITE_PREDICTION","OUTCOME"
"24477",148607804,2021,14,"TX","Games",525,919,50,59,"successful"
"24478",345865704,2024,30,"NY","Comics",525,653,22,39,"successful"
"24480",2102396289,2020,30,"CA","Art",525,100,5,50,"failed    "
"24481",1234520808,2023,8,"NY","Film & Video",523,55,2,50,"failed    "
"24482",265223676,2021,25,"NY","Games",520,1,1,48,"failed    "
"24483",886395436,2020,30,"CA","Games",520,32,3,39,"failed    "
"24484",919201045,2020,25,"CT","Film & Video",518,736,14,62,"successful"
"24485",1872853096,2023,25,"NY","Art",518,415,23,61,"failed    "
"24486",1320082625,2020,30,"NY","Film & Video",518,881,9,51,"successful"
"24487",234816884,2020,16,"CA","Film & Video",517,0,0,56,"suspended "
"24489",2069206622,2024,15,"CA","Art",389,24,2,62,"canceled  "
"24490",254218818,2023,30,"CA","Art",515,941,37,45,"successful"
"24491",424851797,2021,30,"TX","Games",510,0,0,48,"canceled  "
"24492",2028922747,2022,25,"CA","Film & Video",501,0,0,47,"failed    "
"24494",1445707232,2021,30,"CA","Art",379,0,0,32,"failed    "
"24495",438290416,2023,25,"CA","Art",500,586,25,36,"successful"
"24497",155277975,2024,25,"TX","Art",500,197,5,40,"failed    "
"24499",1345027686,2021,30,"CA","Film & Video",500,680,7,49,"successful"
"24500",345575807,2022,9,"CA","Comics",500,190,8,60,"failed    "
"24501",329055181,2020,40,"TX","Film & Video",500,510,10,70,"successful"
"24503",309895342,2022,61,"NY","Film & Video",500,0,0,53,"canceled  "
"24504",528193236,2024,22,"CA","Film & Video",500,820,12,24,"successful"
"24505",1727636111,2024,22,"CA","Art",500,103,5,53,"failed    "
"24506",655790569,2020,60,"CA","Film & Video",500,500,4,54,"successful"
"24510",744559641,2024,30,"TX","Dance",500,51,2,46,"canceled  "
"24511",1175212339,2022,30,"CA","Games",500,813,31,63,"successful"
"24512",1739858350,2023,30,"CA","Art",500,400,5,31,"failed    "
"24513",223230709,2023,30,"PA","Comics",500,544,15,70,"successful"
"24514",961938132,2021,45,"TX","Games",500,27,3,52,"canceled  "
"24516",1420395125,2022,29,"TX","Art",500,181,12,33,"failed    "
"24517",1341446609,2024,24,"PA","Film & Video",500,1,1,63,"failed    "
"24518",1779865755,2021,30,"TX","Film & Video",500,1,1,50,"failed    "
"24520",1497005337,2024,60,"TX","Film & Video",500,1,1,58,"failed    "
"24522",554121447,2025,30,"CA","Art",500,334,17,35,"failed    "
"24523",1277368857,2024,41,"CA","Film & Video",371,2,2,32,"failed    "
"24524",1435633811,2022,30,"NY","Film & Video",500,16,4,33,"failed    "
"24525",1803228282,2025,19,"NY","Comics",500,650,19,60,"successful"
"24526",1242686328,2025,60,"PA","Art",500,576,17,33,"successful"
"24528",960183655,2020,30,"CA","Art",500,308,13,44,"failed    "
"24529",1855637225,2020,30,"NY","Film & Video",500,0,0,61,"failed    "
"24531",57161176,2022,15,"CA","Film & Video",500,11,2,28,"failed    "
"24533",599298411,2022,60,"NY","Film & Video",500,2,2,51,"failed    "
"24536",403363484,2022,14,"CA","Art",500,155,6,46,"failed    "
"24537",1896886979,2022,30,"CA","Comics",500,126,4,28,"failed    "
"24538",1775133218,2025,28,"TX","Art",500,611,16,43,"successful"
"24539",1847852595,2023,7,"CA","Film & Video",500,501,2,39,"successful"
"24540",900722223,2022,60,"TX","Film & Video",500,0,0,56,"failed    "
"24541",621095000,2025,60,"CA","Film & Video",500,1,1,30,"failed    "
"24542",706486557,2023,30,"CA","Art",500,201,6,55,"failed    "
"24543",1093209295,2020,30,"PA","Film & Video",500,25,1,43,"failed    "
"24546",829859487,2025,60,"CA","Games",500,61,3,81,"failed    "
"24547",1829653010,2022,11,"NY","Film & Video",500,5,1,64,"failed    "
"24548",2141052266,2024,60,"CA","Comics",500,286,8,71,"failed    "
"24550",689918153,2025,32,"CT","Art",500,849,48,59,"successful"
"24552",160654397,2024,45,"TX","Film & Video",500,1,1,45,"failed    "
"24553",736947067,2022,30,"TX","Comics",500,25,1,57,"canceled  "
"24554",412383550,2023,30,"CA","Film & Video",500,82,5,53,"failed    "
"24555",1768912818,2024,18,"CA","Games",500,562,63,43,"successful"
"24556",1934779218,2021,23,"TX","Games",500,167,52,60,"canceled  "
"24558",780046208,2020,30,"NY","Art",500,105,3,48,"failed    "
"24559",797594525,2022,22,"NY","Art",500,0,0,39,"failed    "
"24561",1569247250,2020,30,"NY","Art",500,247,21,75,"failed    "
"24562",588284596,2020,23,"CA","Film & Video",500,0,0,43,"failed    "
"24564",225202638,2023,30,"CA","Film & Video",500,686,11,52,"successful"
"24565",1382703375,2020,32,"CA","Film & Video",500,0,0,60,"failed    "
"24566",1994954105,2022,30,"CA","Comics",500,799,43,53,"successful"
"24567",266097345,2021,30,"PA","Comics",500,36,3,61,"failed    "
"24568",1715382367,2025,19,"CA","Comics",500,908,38,47,"successful"
"24569",532075944,2020,30,"CA","Film & Video",500,0,0,36,"failed    "
"24571",63456758,2023,7,"CA","Games",500,780,104,33,"successful"
"24574",289140773,2021,52,"TX","Art",500,624,18,18,"successful"
"24577",1341831428,2022,5,"NY","Games",500,10,1,38,"failed    "
"24578",539776737,2022,14,"TX","Film & Video",500,500,9,55,"successful"
"24579",1774115214,2020,20,"TX","Art",500,74,3,47,"canceled  "
"24580",1303081304,2020,45,"TX","Games",500,15,2,21,"failed    "
"24581",1858533858,2021,32,"CA","Film & Video",500,500,11,63,"successful"
"24582",1579890541,2020,30,"CT","Film & Video",500,0,0,84,"failed    "
"24583",1229325953,2024,30,"NY","Art",500,744,22,48,"successful"
"24585",314023940,2025,32,"TX","Comics",500,146,12,28,"failed    "
"24586",2011737678,2024,50,"CA","Art",500,866,22,62,"successful"
"24588",2139704580,2020,35,"TX","Film & Video",500,0,0,48,"failed    "
"24589",1859524716,2021,45,"PA","Comics",500,592,25,52,"successful"
"24590",824674759,2023,23,"NY","Art",500,876,33,48,"successful"
"24591",1939224428,2020,30,"CA","Film & Video",500,0,0,52,"failed    "
"24593",1076284168,2024,45,"NY","Games",500,550,19,67,"successful"
"24594",2038750719,2024,60,"CA","Art",500,1,1,50,"failed    "
"24595",283689783,2020,60,"CA","Games",500,17,3,68,"canceled  "
"24599",978226600,2023,60,"PA","Film & Video",500,731,16,52,"successful"
"24600",51217446,2020,13,"CA","Comics",500,2,1,71,"failed    "
"24602",532026468,2022,30,"CA","Art",500,18,1,49,"failed    "
"24606",277187351,2020,30,"CA","Film & Video",500,70,2,58,"canceled  "
"24607",679306484,2021,60,"CA","Games",500,0,0,51,"failed    "
"24609",1806109377,2021,30,"CA","Film & Video",500,630,20,56,"successful"
"24610",749987424,2025,38,"TX","Art",500,534,15,49,"successful"
"24611",1031341463,2021,30,"CA","Film & Video",500,170,4,49,"failed    "
"24612",789597286,2025,48,"NY","Film & Video",500,535,10,40,"successful"
"24613",1197089322,2025,30,"CA","Art",500,653,33,31,"successful"
"24614",1648224862,2021,7,"NY","Film & Video",500,0,0,47,"failed    "
"24617",1257720014,2021,26,"TX","Film & Video",500,600,13,39,"successful"
"24618",174227508,2025,30,"NY","Games",500,328,11,59,"failed    "
"24619",1167518318,2023,15,"TX","Games",500,417,19,39,"canceled  "
"24621",1700107954,2021,15,"CA","Art",500,671,30,73,"successful"
"24622",111519050,2024,10,"PA","Art",500,431,19,62,"canceled  "
"24624",786018940,2023,15,"PA","Comics",500,842,32,50,"successful"
"24627",794370389,2021,30,"CA","Art",500,0,0,51,"failed    "
"24628",1286950238,2024,45,"NY","Art",500,818,17,40,"successful"
"24629",777529401,2022,30,"NY","Dance",500,800,11,58,"successful"
"24630",141401290,2020,15,"TX","Film & Video",500,506,11,53,"successful"
"24631",2029080842,2022,30,"CA","Games",500,2,2,45,"suspended "
"24632",854786892,2022,60,"NY","Film & Video",500,280,4,75,"failed    "
"24633",1384603499,2022,46,"TX","Film & Video",500,1,1,36,"failed    "
"24635",1621562808,2024,29,"CA","Comics",500,11,2,57,"suspended "
"24636",988824479,2022,6,"TX","Games",500,360,16,69,"failed    "
"24637",41529397,2022,35,"CA","Games",500,893,52,57,"successful"
"24638",637748431,2022,30,"NY","Art",500,685,64,51,"successful"
"24640",1092635614,2024,30,"NY","Art",500,632,35,52,"successful"
"24643",293049486,2022,60,"CA","Film & Video",500,657,10,73,"successful"
"24644",1562847819,2024,30,"CA","Art",500,640,19,47,"successful"
"24645",1588058597,2023,8,"TX","Games",500,998,78,57,"successful"
"24646",1944257543,2023,30,"CA","Art",387,155,12,44,"failed    "
"24647",1210493340,2021,60,"TX","Games",500,0,0,55,"canceled  "
"24649",1263154974,2020,26,"CA","Film & Video",500,10,1,43,"failed    "
"24650",1650464953,2022,25,"CT","Film & Video",500,646,27,60,"successful"
"24651",475180512,2020,60,"CA","Film & Video",358,102,4,63,"failed    "
"24652",1467206229,2020,30,"CA","Art",500,21,1,33,"failed    "
"24653",1186377330,2020,30,"NY","Games",500,645,21,58,"successful"
"24655",547180984,2025,14,"NY","Games",500,687,94,56,"successful"
"24656",899730162,2023,30,"CA","Art",500,164,5,29,"failed    "
"24657",1421040731,2024,60,"TX","Film & Video",500,11,2,64,"canceled  "
"24658",1771673062,2020,30,"CA","Film & Video",500,0,0,37,"failed    "
"24659",954186305,2023,29,"CA","Art",500,551,12,29,"successful"
"24660",270171485,2025,21,"CA","Art",500,132,8,48,"canceled  "
"24662",990572010,2023,59,"CT","Art",500,1,1,48,"failed    "
"24664",667170878,2025,33,"TX","Film & Video",500,1,1,53,"failed    "
"24665",1969613232,2020,49,"NY","Art",500,90,6,48,"failed    "
"24667",640139189,2024,30,"PA","Games",500,500,26,56,"successful"
"24668",1126158974,2024,60,"CA","Comics",500,819,26,38,"canceled  "
"24670",1728062274,2025,31,"CA","Art",500,15,2,46,"failed    "
"24673",1661753913,2023,30,"TX","Art",500,697,21,49,"successful"
"24674",1088212859,2025,31,"CA","Art",500,842,29,58,"successful"
"24675",1746816767,2020,55,"TX","Art",500,25,2,52,"canceled  "
"24676",404825355,2020,58,"CA","Art",500,227,5,40,"failed    "
"24678",1616237440,2020,20,"PA","Art",500,24,3,58,"failed    "
"24679",842963469,2020,45,"TX","Games",500,0,0,44,"canceled  "
"24681",1094218176,2023,30,"CA","Art",500,732,27,67,"successful"
"24682",1213907611,2025,14,"PA","Games",500,664,21,27,"successful"
"24683",497850948,2022,30,"PA","Comics",500,24,4,64,"failed    "
"24684",348941570,2020,28,"NY","Art",500,600,19,54,"successful"
"24685",1125943847,2023,60,"PA","Games",500,2,2,52,"failed    "
"24686",1086033225,2023,30,"CA","Film & Video",500,200,2,53,"failed    "
"24687",266424428,2020,30,"CA","Games",500,1,1,53,"failed    "
"24690",2026875654,2024,23,"CA","Art",500,1,1,45,"failed    "
"24692",2110827216,2020,21,"NY","Dance",500,650,17,72,"successful"
"24694",85603261,2021,25,"TX","Art",371,452,4,52,"successful"
"24695",1373540036,2020,30,"CA","Film & Video",500,0,0,54,"failed    "
"24696",1669748356,2023,60,"TX","Art",500,1,1,32,"failed    "
"24698",2036150802,2021,60,"TX","Comics",500,25,5,49,"failed    "
"24701",511175241,2022,20,"CA","Comics",500,710,33,41,"successful"
"24702",1584698051,2022,31,"CA","Art",500,873,29,39,"successful"
"24704",489831872,2020,37,"CA","Film & Video",500,790,21,64,"successful"
"24705",1312682625,2020,60,"CA","Film & Video",500,5,1,66,"failed    "
"24706",1805399195,2020,8,"TX","Art",500,530,12,43,"successful"
"24707",222949477,2021,30,"CA","Art",500,30,2,63,"failed    "
"24709",59522508,2022,28,"NY","Art",500,0,0,65,"canceled  "
"24710",581374981,2022,15,"PA","Film & Video",500,55,1,57,"failed    "
"24711",944412135,2020,30,"NY","Film & Video",500,575,15,63,"successful"
"24712",533148953,2022,30,"CA","Art",500,884,45,53,"successful"
"24713",1395061586,2024,45,"CA","Film & Video",375,491,10,61,"successful"
"24714",1194901281,2020,59,"PA","Film & Video",500,0,0,56,"failed    "
"24715",178000368,2024,35,"CA","Art",500,176,9,44,"failed    "
"24716",1388379887,2023,16,"NY","Film & Video",500,13,4,33,"failed    "
"24717",2027948585,2021,20,"CA","Art",500,1,1,47,"failed    "
"24718",352226520,2022,60,"NY","Art",500,571,15,44,"successful"
"24719",712103724,2024,20,"CA","Art",500,571,35,63,"successful"
"24722",490124884,2023,29,"CA","Comics",500,807,56,36,"successful"
"24726",745460312,2022,30,"NY","Film & Video",500,535,16,45,"successful"
"24728",1007437933,2022,30,"PA","Film & Video",500,0,0,57,"failed    "
"24729",1117425743,2023,15,"CT","Art",500,590,35,58,"successful"
"24730",641308192,2021,38,"NY","Art",500,0,0,58,"canceled  "
"24731",1114968062,2021,30,"CA","Film & Video",385,0,0,45,"failed    "
"24732",1575135741,2021,30,"CA","Games",500,2,2,53,"failed    "
"24733",2005097688,2022,11,"CA","Film & Video",500,76,2,37,"failed    "
"24734",1715596898,2025,30,"TX","Art",500,127,11,61,"failed    "
"24737",637377105,2021,30,"CA","Film & Video",500,0,0,28,"failed    "
"24743",596593398,2020,30,"TX","Games",500,11,2,60,"failed    "
"24744",1386108107,2024,30,"PA","Film & Video",500,37,4,69,"failed    "
"24745",374511184,2023,25,"CA","Art",500,67,4,77,"failed    "
"24747",1395994445,2022,7,"NY","Film & Video",500,1,1,55,"failed    "
"24748",1242684817,2020,30,"TX","Games",500,901,25,36,"successful"
"24749",2097278710,2021,30,"CA","Art",500,110,2,26,"failed    "
"24750",734973935,2022,30,"TX","Games",500,80,3,24,"failed    "
"24751",172925127,2025,15,"NY","Games",500,927,25,52,"successful"
"24752",1571144467,2025,60,"NY","Film & Video",500,520,16,74,"successful"
"24757",1058634298,2022,30,"NY","Art",500,540,16,42,"successful"
"24758",602471136,2024,60,"CA","Comics",500,601,20,66,"successful"
"24759",1528374687,2022,20,"PA","Film & Video",500,1,1,39,"failed    "
"24760",766287633,2021,26,"CA","Comics",500,693,28,23,"successful"
"24761",1383482833,2021,30,"CA","Comics",500,855,34,37,"successful"
"24763",572331648,2024,3,"NY","Games",500,303,16,39,"canceled  "
"24764",1367072984,2023,10,"CA","Art",500,534,9,52,"successful"
"24766",1652375613,2021,30,"CA","Film & Video",500,70,3,52,"failed    "
"24767",1434243781,2021,30,"NY","Film & Video",500,630,17,59,"successful"
"24768",1293336818,2020,30,"TX","Film & Video",500,6,2,31,"failed    "
"24769",1599715549,2022,14,"PA","Film & Video",500,25,1,62,"failed    "
"24770",184710368,2020,30,"CA","Games",407,0,0,60,"failed    "
"24772",114518664,2021,20,"CA","Film & Video",500,579,17,66,"successful"
"24773",1874595891,2020,20,"CT","Film & Video",500,500,8,61,"successful"
"24774",1473729309,2021,30,"CA","Film & Video",500,5,1,38,"failed    "
"24775",223222071,2021,43,"NY","Art",500,530,25,59,"successful"
"24776",1485579634,2022,30,"CA","Games",500,856,21,88,"successful"
"24779",1764505302,2021,35,"CA","Games",500,14,3,66,"failed    "
"24780",494119313,2021,37,"CA","Games",500,509,23,69,"successful"
"24781",1520784924,2024,21,"PA","Comics",500,573,12,88,"successful"
"24782",1891239350,2021,30,"CA","Film & Video",500,890,12,55,"successful"
"24783",826115763,2021,27,"CA","Film & Video",500,1,1,70,"failed    "
"24784",1121915459,2023,10,"TX","Games",500,256,8,44,"canceled  "
"24785",1801035006,2022,30,"CA","Comics",500,965,78,56,"successful"
"24787",1731225265,2024,57,"CA","Games",500,17,4,55,"failed    "
"24788",927566427,2023,45,"PA","Comics",500,510,22,70,"successful"
"24790",1169092487,2025,30,"NY","Art",500,702,14,49,"successful"
"24791",228264626,2023,21,"TX","Comics",500,738,22,64,"successful"
"24793",677214986,2025,30,"NY","Art",500,580,10,63,"successful"
"24794",1894484277,2020,12,"TX","Art",500,346,12,71,"failed    "
"24796",84621829,2020,30,"CA","Film & Video",500,60,2,25,"failed    "
"24798",1471788773,2024,30,"NY","Comics",500,0,0,47,"canceled  "
"24800",1280005681,2023,30,"CA","Art",500,689,28,50,"successful"
"24801",1256337753,2022,7,"CA","Games",500,700,11,64,"successful"
"24803",1629763898,2021,7,"TX","Film & Video",500,0,0,56,"failed    "
"24806",1562724309,2025,30,"TX","Art",500,15,5,35,"failed    "
"24808",1909767541,2022,30,"TX","Games",500,11,3,72,"failed    "
"24809",339100438,2025,30,"TX","Art",500,628,31,53,"successful"
"24810",1779996184,2025,30,"CA","Comics",500,554,21,50,"successful"
"24814",2078852363,2025,22,"NY","Comics",500,211,10,38,"failed    "
"24815",1192035501,2023,18,"CA","Art",500,527,27,37,"successful"
"24817",769842402,2022,30,"CA","Film & Video",398,428,23,53,"successful"
"24818",573120775,2021,45,"NY","Film & Video",500,3,3,55,"failed    "
"24819",1584675820,2024,29,"CA","Art",500,1,1,52,"canceled  "
"24820",676905126,2025,30,"CA","Art",500,531,5,58,"successful"
"24821",408086791,2021,30,"CA","Art",500,15,1,48,"failed    "
"24822",1522381205,2024,30,"TX","Games",500,0,0,52,"canceled  "
"24823",1858127663,2022,35,"NY","Comics",500,3,1,40,"failed    "
"24824",1614343353,2025,28,"CA","Art",382,991,21,71,"successful"
"24825",478303526,2023,25,"TX","Film & Video",500,200,5,56,"failed    "
"24826",1837924851,2025,14,"PA","Games",500,740,47,43,"successful"
"24827",1789991380,2021,6,"CA","Games",500,737,25,50,"successful"
"24829",539930682,2022,30,"CA","Games",500,82,6,52,"failed    "
"24830",144011296,2024,30,"NY","Games",500,136,22,64,"failed    "
"24831",2086793125,2022,30,"CA","Film & Video",500,50,1,80,"failed    "
"24833",137160883,2021,33,"PA","Film & Video",500,0,0,53,"canceled  "
"24835",365433257,2025,30,"NY","Art",500,0,0,37,"canceled  "
"24836",1430383715,2023,30,"CA","Art",500,11,2,61,"failed    "
"24838",839029084,2020,30,"TX","Art",500,52,5,59,"failed    "
"24839",1981457354,2021,23,"CA","Art",500,500,6,46,"successful"
"24840",1965311139,2024,30,"PA","Comics",500,678,20,60,"successful"
"24841",171556832,2022,33,"PA","Art",500,370,5,62,"failed    "
"24844",1538684388,2025,60,"TX","Games",500,251,5,57,"failed    "
"24845",2113076575,2021,30,"TX","Comics",500,27,5,36,"failed    "
"24846",832070812,2023,60,"NY","Art",500,1,1,43,"failed    "
"24847",1866094783,2022,10,"CT","Film & Video",500,645,15,60,"successful"
"24848",421020526,2025,60,"NY","Film & Video",500,810,41,88,"successful"
"24850",461449406,2020,15,"PA","Film & Video",500,500,7,58,"successful"
"24851",1250953938,2024,60,"CA","Art",500,21,3,86,"failed    "
"24852",1800086614,2024,30,"CA","Art",500,47,5,32,"failed    "
"24853",1720165744,2023,33,"CA","Art",500,1,1,49,"canceled  "
"24854",80122272,2022,45,"CA","Film & Video",500,50,2,62,"failed    "
"24855",1137235471,2024,30,"NY","Games",500,750,65,64,"successful"
"24857",279746938,2022,30,"NY","Film & Video",500,0,0,38,"failed    "
"24858",66559356,2024,60,"CA","Film & Video",500,626,10,50,"successful"
"24861",736089667,2020,30,"NY","Art",500,0,0,39,"failed    "
"24863",514583236,2023,30,"NY","Art",500,677,50,75,"successful"
"24864",1465321591,2022,30,"CA","Film & Video",500,525,6,55,"successful"
"24865",1007075010,2023,25,"CA","Art",500,281,7,50,"failed    "
"24866",1287070882,2020,30,"CA","Games",500,962,30,51,"canceled  "
"24867",1179676022,2020,30,"CA","Games",500,25,2,55,"failed    "
"24868",262386943,2022,30,"CA","Games",528,90,6,81,"failed    "
"24869",75296959,2024,57,"CA","Art",500,126,3,14,"failed    "
"24873",1116840327,2021,30,"CA","Art",500,66,4,42,"failed    "
"24875",1117357020,2024,15,"TX","Art",500,507,15,56,"successful"
"24876",1730804582,2024,30,"TX","Art",500,580,16,46,"successful"
"24877",179400182,2022,30,"CA","Art",500,852,34,53,"successful"
"24878",1300016084,2025,35,"CA","Art",500,751,12,44,"successful"
"24879",1874127870,2020,30,"CA","Art",500,2,1,41,"failed    "
